L101_volume,L102_volume,L103_volume,L104_volume,L106_volume,L107_volume,L108_volume,L101_occupancy,L102_occupancy,L103_occupancy,L104_occupancy,L106_occupancy,L107_occupancy,L108_occupancy,DAY,MIN.3.TIME
51,51,36,27,58,50,32,29.725,49.805,13.585,50.395,12.795,6.89,4.53,5,1292
71,91,77,53,110,88,80,88.98,63.195,14.37,100,20.28,15.355,22.045,5,1293
58,107,87,53,127,84,65,100,30.515,36.42,100,38.39,16.34,16.535,5,1294
54,96,109,60,122,86,65,92.915,35.04,35.825,100,17.915,24.015,9.45,5,1295
65,112,93,87,127,84,71,95.475,38.78,31.695,97.84,28.545,11.025,15.555,5,1296
80,115,89,74,124,87,74,72.445,25.79,37.995,100,20.675,12.01,46.46,5,1297
88,98,90,83,128,94,79,60.24,18.9,29.925,92.915,25.2,13.98,46.655,5,1298
74,90,91,60,152,90,65,71.66,16.93,46.065,100,31.895,13.19,14.175,5,1299
59,119,107,77,145,83,68,87.41,30.51,44.69,69.69,29.725,13.585,24.805,5,1300
44,103,103,56,72,72,59,97.84,17.13,18.505,87.01,58.465,9.84,37.795,5,1301
42,91,87,71,75,83,70,92.13,18.31,11.81,79.14,40.555,12.8,17.72,5,1302
79,95,80,83,133,83,66,73.04,26.77,16.93,50.79,23.035,14.565,15.555,5,1303
48,91,92,86,123,88,52,97.255,21.065,20.275,62.6,24.215,10.825,7.87,5,1304
27,61,51,41,47,40,39,44.885,9.255,10.235,42.325,14.765,9.645,20.08,5,1305
42,114,77,95,119,77,64,95.87,18.505,11.025,58.27,20.08,61.03,20.08,5,1306
58,105,85,92,122,69,50,89.97,17.52,21.46,64.77,22.25,83.865,15.75,5,1307
66,126,90,75,134,62,90,75.205,25,13.385,76.775,28.345,72.25,40.75,5,1308
98,99,104,59,126,65,50,50.79,19.49,38.385,100,25.785,91.145,19.095,5,1309
113,91,90,82,115,75,87,59.06,17.325,29.135,75.795,36.025,83.475,23.43,5,1310
80,88,92,86,112,80,74,68.31,13.585,34.45,72.055,56.105,79.335,20.475,5,1311
62,84,96,91,68,57,60,86.225,12.01,50.595,57.09,57.285,85.24,28.35,5,1312
57,101,84,96,105,40,60,94.885,13.39,13.385,55.515,35.045,92.525,13.19,5,1313
65,95,87,107.11,97,74,67,97.845,12.01,20.67,37.8,18.7,93.705,27.755,5,1314
55,85,88,96,109,66,57,100,18.305,24.215,39.965,33.86,95.87,25.395,5,1315
34,68,77,78,118,86,84,100,8.07,25.395,26.185,23.425,88.39,15.555,5,1316
43,55,98,69,66,76,83,95.28,5.905,25.79,27.755,69.89,60.24,38.195,5,1317
60,71,78,77,88,62,73,92.525,7.875,33.86,37.01,54.335,19.095,26.185,5,1318
56,71,77,79,98,60,92,94.69,8.265,18.7,26.38,48.23,7.48,39.175,5,1319
76,60,91,72,113,56,86,66.54,6.69,27.365,24.215,48.825,6.3,50.595,5,1320
38,63,87,76,65,66,81,100,6.89,12.995,29.335,63.585,7.875,33.47,5,1321
42,65,100,77,95,66,52,100,7.87,56.5,30.51,50.595,7.285,16.93,5,1322
34,64,95,77,107,63,54,90.36,7.28,38.19,40.55,26.185,6.89,14.765,5,1323
48,57,77,73,106,70,86,77.76,6.89,20.275,27.56,31.89,8.465,38.78,5,1324
52,68,72,70,107,65,75,89.97,9.45,50.005,49.41,30.91,7.28,20.865,5,1325
27,64,97,85,118,64,61,100,8.465,42.52,38.98,24.015,6.69,13.19,5,1326
28,56,78,70,105,69,75,100,7.085,11.615,37.21,20.67,9.055,28.545,5,1327
24,56,77,72,101,63,83,100,6.5,11.42,37.995,20.67,8.075,73.825,5,1328
37,71,90,84,131,66,75,99.215,10.04,27.955,39.375,34.06,7.48,92.915,5,1329
34,71,86,73,122,57,79,100,10.04,25.005,31.3,27.955,6.695,95.48,5,1330
32,61,97,76,115,66,75,100,7.28,44.69,30.12,30.715,8.265,82.29,5,1331
53,70,95,65,112,54,50,100,7.48,39.175,36.42,66.54,6.5,52.565,5,1332
40,57,87,74,130,68,91,100,7.285,64.375,41.14,29.925,8.86,38.785,5,1333
32,65,94,83,122,75,113,100,7.48,34.845,38.39,32.48,10.435,31.695,5,1334
38,65,91,67,118,78,110,88.785,12.99,37.6,22.64,25.59,10.04,46.265,5,1335
45,84,78,86,124,64,114,96.065,11.025,45.87,39.57,27.165,8.465,43.115,5,1336
54,64,81,82,117,58,112,94.69,7.285,77.76,37.995,24.02,7.875,43.115,5,1337
26,80,77,72,132,68,92,100,12.405,13.39,48.035,30.515,8.86,32.485,5,1338
42,75,70,80,122,67,51,100,11.025,65.36,43.705,37.995,7.285,44.885,5,1339
50,58,73,71,101,71,95,96.655,7.485,94.69,35.83,21.655,9.845,50.99,5,1340
39,85,49,82,123,65,88,64.18,15.355,81.305,34.65,38.59,7.285,56.7,5,1341
3,72,58,84,68,61,85,0.195,12.205,86.035,37.21,69.495,6.3,36.225,5,1342
0,67,47,84,69,60,70,0,9.25,76.775,37.995,70.675,6.3,37.8,5,1343
0,83,50,85,74,78,70,0,20.28,81.89,47.835,93.505,14.375,68.705,5,1344
0,66,45,73,65,77,73,0,12.005,100,42.72,89.77,11.42,31.3,5,1345
0,74,38,73,80,81,68,0,9.65,100,33.465,81.7,12.405,17.52,5,1346
44.37951807,68,31,78,44,57,60,25.93283133,8.86,100,34.055,100,12.4,12.99,5,1347
90.13451589,62,43,70,93,56,66,51.67542258,6.105,100,23.43,75.795,9.65,33.47,5,1348
91.19968946,67,49,69,106,52,76,52.0349199,8.265,91.735,20.08,45.87,5.315,32.285,5,1349
89.95061728,89,25,66,97,49,76,51.61540123,14.765,100,32.88,50.79,4.725,36.42,5,1350
89.40123457,86,32,62,79,65,81,52.40657407,12.005,98.23,26.77,67.13,7.875,18.9,5,1351
87.82716049,98,33,88,71,66,66,53.59756173,26.185,100,42.915,70.475,7.085,15.555,5,1352
86.16666667,53,30,82,98,74,54,54.97907407,16.34,94.1,27.955,61.225,7.675,23.035,5,1353
85.27777778,54,32,68,90,47,71,54.95962963,35.24,100,25.99,69.295,5.115,12.405,5,1354
84.86419753,39,52,61,126,65,66,54.12709877,55.91,86.62,28.35,100,7.28,18.705,5,1355
85.80246914,60,90,62,140,69,76,52.05135802,52.76,75.6,56.305,56.305,16.145,19.69,5,1356
85.89506173,69,68,74,110,76,58,50.40848765,17.325,82.685,31.495,31.3,14.175,15.16,5,1357
87.0617284,49,93,74,119,66,57,50.46200617,6.1,46.065,29.925,28.15,11.615,12.6,5,1358
88.64197531,48,84,71,126,49,66,50.49719136,5.71,55.125,25.99,23.425,4.92,10.24,5,1359
88.97530864,54,63,62,99,57,56,51.22169753,6.89,36.42,26.77,17.52,6.695,17.72,5,1360
89.93209877,62,52,72,116,55,54,52.80009259,11.225,26.775,39.375,19.295,6.695,10.83,5,1361
90.12962963,44,53,48,160,54,47,53.26904321,7.09,9.055,24.415,31.5,23.625,10.83,5,1362
90.41975309,59,82,72,162,47,58,54.22780864,19.095,13.19,33.075,42.525,4.53,10.235,5,1363
90.08641975,60,68,78,136,53,65,55.39935185,7.485,11.42,29.725,26.775,6.3,10.435,5,1364
89.97530864,44,69,66,162,58,56,56.70212963,6.1,20.28,29.135,31.695,6.3,9.25,5,1365
90.16049383,52,58,65,133,61,59,57.0245679,7.085,14.175,25.395,25.2,6.695,25.2,5,1366
89.50617284,58,62,73,134,64,64,57.63944444,7.285,11.615,32.485,20.865,7.68,31.5,5,1367
89.5228565,46,65,70,160,51,76,57.66359251,7.085,19.49,35.83,34.65,5.315,15.55,5,1368
89.58207375,49,56,63,146,54,113,57.45999744,5.905,8.86,29.725,25.59,6.89,29.53,5,1369
130,50,65,76,138,61,57,55.91,7.09,11.025,36.225,22.245,6.105,12.8,5,1370
69,52,59,75,133,71,48,79.925,8.07,9.645,40.355,23.625,7.48,7.68,5,1371
130,59,61,67,137,55,59,47.055,7.285,9.845,39.175,24.02,6.89,17.325,5,1372
130,40,57,65,137,65,62,38.98,5.315,10.435,39.18,29.725,8.86,19.29,5,1373
130,59,62,82,140,75,52,60.635,8.07,30.91,39.765,24.805,11.615,8.66,5,1374
95,62,52,62,131,39,59,58.27,9.645,7.48,26.18,21.855,4.135,9.45,5,1375
0,49,71,68,140,50,52,88.59,7.68,10.04,36.025,25.79,5.315,12.6,5,1376
0,48,52,75,138,53,45,88.59,6.695,7.675,31.5,27.76,6.3,6.89,5,1377
0,68,44,79,122,69,68,88.2,8.27,5.115,35.83,21.455,9.255,13.19,5,1378
0,54,69,75,128,61,57,88.59,6.295,12.6,31.895,25.59,7.675,20.275,5,1379
0,62,55,65,136,53,57,88.59,8.66,7.085,30.71,20.865,5.515,7.68,5,1380
45.55421687,71,69,81,150,56,53,74.13262048,7.875,10.63,36.225,25.2,6.3,16.14,5,1381
92.52560976,53,57,81,127,59,50,58.61186401,5.905,8.86,56.5,24.015,5.71,8.07,5,1382
94.1540559,47,84,68,146,63,52,56.96067769,5.91,12.595,28.94,29.33,6.89,17.52,5,1383
93.49382716,66,69,82,123,57,75,56.4892284,8.465,38.585,32.285,23.82,6.3,34.845,5,1384
91.78395062,61,88,85,154,63,69,56.3058642,26.38,24.805,44.095,48.82,7.285,11.225,5,1385
90.77160494,66,118,76,134,65,62,56.4783642,8.07,33.865,41.735,24.015,8.265,12.405,5,1386
90.14814815,46,56,69,145,55,68,56.22685185,39.175,27.365,28.35,28.935,5.905,11.615,5,1387
89.13580247,54,114,67,142,62,54,54.97274691,38.585,16.34,30.51,28.74,9.645,7.48,5,1388
88.37037037,49,96,71,148,60,39,53.79993827,6.495,14.37,30.315,24.015,7.085,4.725,5,1389
87.99382716,72,67,87,121,51,49,52.74638889,26.18,9.84,38.785,17.915,5.71,14.37,5,1390
87.96296296,65,100,77,148,68,48,52.3891358,8.465,19.1,60.835,26.97,7.48,6.105,5,1391
87.29894721,82,63,72,147,69,47,51.82618212,24.02,11.815,42.325,25.985,8.66,13.39,5,1392
87.79973553,97,57,63,140,50,62,51.77080407,14.57,7.875,79.535,27.365,6.5,13.78,5,1393
74.89880952,71,51,67,121,99,54,34.14791667,9.845,6.69,56.3,24.215,14.96,9.055,5,1394
58,52,65,81,139,56,61,66.93,6.69,10.825,37.205,23.82,6.5,20.475,5,1395
56,84,62,72,138,59,54,98.235,10.43,15.75,50.595,29.53,7.09,8.27,5,1396
48,92,68,76,130,81,60,47.25,16.34,12.795,47.05,20.275,9.45,18.7,5,1397
69,98,56,67,152,71,68,43.9,14.37,29.53,72.25,26.775,8.27,10.43,5,1398
37,83,82,78,162,66,63,58.275,16.93,12.595,69.1,28.15,7.48,10.435,5,1399
34,79,74,68,143,70,80,66.545,11.42,12.405,85.635,27.365,8.465,27.17,5,1400
47,86,65,75,160,91,60,83.67,10.63,9.255,83.275,29.335,12.99,12.405,5,1401
32,71,73,73,160,87,69,54.335,10.235,22.445,59.45,31.3,10.04,27.365,5,1402
32,76,81,84,162,71,53,53.745,8.66,10.235,51.38,34.845,8.665,13.78,5,1403
41,96,70,84,141,66,60,88.39,14.565,11.025,66.74,21.065,9.055,22.445,5,1404
75,96,71,69,155,86,69,24.805,12.6,30.71,51.58,28.35,12.205,20.08,5,1405
63,69,85,70,162,64,72,22.44,10.63,11.81,37.205,31.895,7.48,31.495,5,1406
65,67,85,75,159,60,66,30.515,8.465,31.105,36.025,36.615,6.495,17.72,5,1407
77,85,84,70,162,71,73,65.555,11.615,51.58,30.32,35.04,8.07,17.915,5,1408
49,85,75,80,148,78,53,59.845,11.025,21.655,51.975,29.725,9.45,7.675,5,1409
53,77,80,92,141,69,76,92.53,12.205,21.065,47.44,25.595,8.665,14.175,5,1410
71,68,69,88,148,69,66,86.815,8.27,17.13,50.99,27.755,8.265,11.415,5,1411
50,69,78,73,159,73,70,85.635,10.235,15.75,36.42,27.955,8.66,15.95,5,1412
41,94,69,67,161,77,80,94.89,14.965,13.98,58.075,30.515,8.265,40.36,5,1413
61,76,79,83,142,80,77,88.195,11.22,12.01,50.985,35.435,8.07,24.215,5,1414
49,66,100,77,124,68,73,82.49,7.28,42.52,46.855,29.53,8.265,23.23,5,1415
55,66,75,68,123,63,71,89.575,8.465,56.305,25.395,19.885,8.465,28.545,5,1416
50,90,89,78,120,61,74,88.195,10.63,90.555,44.295,21.065,6.695,20.275,5,1417
72,73,83,73,110,55,44,91.15,8.855,88.39,27.56,22.245,5.905,47.445,5,1418
69,84,83,90,113,66,46,83.47,10.825,76.78,38.785,17.915,7.09,97.84,5,1419
55,72,89,75,113,76,57,85.045,8.66,31.695,46.655,19.685,9.445,55.91,5,1420
63,116,73,86,108,73,73,77.175,18.115,20.08,37.01,19.295,7.48,21.655,5,1421
62,108,83,97,110,85,72,79.925,23.23,22.64,50.795,17.52,10.63,21.46,5,1422
57,102,78,72,113,76,59,55.315,15.355,31.5,80.125,19.88,10.235,14.17,5,1423
53,98,77,74,108,71,66,30.12,14.57,52.76,87.405,18.31,8.265,10.43,5,1424
73,75,78,63,101,94,50,12.6,15.945,18.305,60.435,18.505,17.13,6.69,5,1425
54,79,75,71,104,64,55,10.04,11.615,22.245,56.895,16.93,14.17,14.175,5,1426
59,87,64,65,93,69,65,22.635,11.81,12.01,82.685,14.37,6.5,21.46,5,1427
47,98,81,72,118,67,71,30.91,18.31,28.35,59.055,19.885,7.285,17.52,5,1428
77,70,62,68,104,65,75,12.01,11.81,67.125,63.195,18.505,7.485,33.075,5,1429
57,84,87,63,116,74,64,9.255,13.39,82.09,53.945,20.475,8.27,29.53,5,1430
68,69,73,63,103,69,53,15.75,22.64,40.555,56.695,21.655,7.09,40.355,5,1431
83,80,70,72,102,67,54,23.82,15.355,22.835,55.91,21.655,6.695,27.56,5,1432
56,72,62,52,88,56,54,36.81,23.43,25.985,72.84,14.96,5.905,30.12,5,1433
53,65,77,69,92,72,51,26.97,9.845,35.24,51.97,16.535,7.285,7.68,5,1434
41,74,70,74,88,73,59,50.395,11.815,18.705,42.33,12.6,6.69,8.66,5,1435
38,75,74,76,106,61,55,49.215,11.025,29.53,51.775,15.945,5.705,42.915,5,1436
60,72,68,64,103,67,71,27.955,12.005,21.265,34.845,14.765,6.89,22.64,5,1437
56,68,88,63,97,53,58,15.945,12.6,29.135,36.62,21.855,5.315,10.435,5,1438
48,58,64,51,97,62,48,48.235,7.48,61.62,20.67,16.93,6.1,10.63,5,1439
41,79,73,61,97,46,49,50.2,12.21,72.45,52.565,15.355,4.135,7.48,5,1440
42,71,55,77,80,72,49,50,11.025,12.995,86.62,10.43,7.285,6.89,6,1441
36,78,64,71,91,82,58,49.81,13.78,11.81,43.7,16.535,8.86,8.465,6,1442
38,71,76,79,95,69,52,49.215,11.22,25,49.61,17.325,6.89,9.255,6,1443
40,88,59,74,90,64,58,48.43,17.525,30.12,53.155,14.37,7.875,23.23,6,1444
75,80,65,69,90,75,53,18.705,11.615,20.67,56.895,15.355,8.465,6.695,6,1445
50,60,77,78,101,61,63,5.315,8.075,16.935,37.995,15.355,5.705,8.86,6,1446
69,67,72,68,107,64,59,8.665,9.45,23.43,30.91,16.145,6.3,8.07,6,1447
66,64,78,70,116,63,58,8.855,8.66,28.745,48.63,20.67,6.1,9.645,6,1448
67,70,77,64,85,85,55,7.875,9.845,12.205,23.625,10.24,8.665,35.04,6,1449
84,58,67,73,101,59,56,10.435,10.825,9.255,24.61,15.945,5.905,8.265,6,1450
62,94,72,81,85,52,32,8.07,12.01,25,46.07,11.415,4.725,3.545,6,1451
64,71,52,77,60,81,45,8.265,9.06,6.105,45.67,25.395,9.055,6.3,6,1452
49,59,66,63,86,76,56,5.51,8.07,9.45,23.425,19.69,8.855,7.48,6,1453
57,83,72,79,91,67,44,6.105,10.235,11.025,25.59,13.975,6.495,6.295,6,1454
56,76,71,74,94,62,53,6.3,10.04,9.445,23.035,14.965,6.3,7.48,6,1455
49,69,64,93,93,55,63,5.315,12.6,11.22,31.1,13.385,5.515,8.465,6,1456
66,67,85,74,84,83,44,7.48,8.855,33.465,26.97,14.375,9.055,5.71,6,1457
75,53,65,61,84,44,52,11.22,7.285,7.285,20.475,10.63,4.13,9.055,6,1458
80,58,65,71,90,51,48,43.505,6.89,9.255,22.64,14.57,4.725,6.695,6,1459
39,64,73,73,88,58,55,49.805,8.465,12.795,26.38,11.415,5.315,7.675,6,1460
38,69,46,71,74,36,44,48.63,9.845,5.71,25.2,8.665,3.545,5.315,6,1461
31,71,68,72,93,79,57,48.04,9.255,10.04,27.365,14.765,8.265,8.465,6,1462
31,66,65,62,84,41,40,49.215,8.07,9.255,19.885,21.85,3.54,5.705,6,1463
38,56,61,71,67,38,42,50.79,7.875,10.24,25.195,33.075,3.935,5.315,6,1464
39,45,53,47,71,37,39,49.02,5.315,36.225,16.145,9.445,3.15,4.92,6,1465
33,65,63,63,79,39,39,48.235,9.645,8.07,26.38,10.83,3.74,4.53,6,1466
92,60,62,59,91,68,57,10.04,9.84,32.88,23.625,10.63,7.285,7.675,6,1467
64,50,54,56,75,54,44,6.495,5.905,33.07,17.325,11.22,5.115,6.105,6,1468
70,65,43,67,73,57,44,8.465,12.205,4.725,24.015,8.665,4.725,5.12,6,1469
60,60,52,58,73,52,45,5.905,7.68,6.105,25.395,12.01,5.315,5.71,6,1470
56,67,60,71,72,61,44,12.01,8.855,8.66,24.02,12.4,6.3,4.725,6,1471
44,46,55,47,58,55,35,25,5.71,7.085,14.565,9.45,5.315,4.53,6,1472
25,32,56,47,78,35,35,46.855,3.935,6.69,13.98,9.45,3.15,4.135,6,1473
24,23,22,27,36,28,18,7.875,2.56,2.165,8.07,3.935,3.15,1.97,6,1474
43,48,42,49,71,44,36,38.585,6.695,3.94,15.945,7.875,4.13,4.135,6,1475
21,40,57,45,75,40,27,46.655,5.12,7.085,14.565,16.735,3.74,3.345,6,1476
34,38,47,45,75,44,29,48.43,4.33,4.92,14.96,10.63,4.135,3.345,6,1477
21,50,46,56,62,49,44,47.05,6.69,4.53,19.88,8.86,4.53,4.92,6,1478
27,36,55,52,60,47,48,40.555,4.53,6.89,24.605,14.765,4.33,5.115,6,1479
48,50,48,52,73,28,28,27.76,5.71,5.71,15.75,10.825,2.95,3.545,6,1480
56,57,48,55,73,43,29,4.92,6.3,5.115,16.34,10.04,3.54,2.955,6,1481
38,50,49,59,64,43,32,3.15,13.585,5.12,14.57,11.42,4.135,3.345,6,1482
47,41,50,59,59,43,33,19.295,5.12,5.51,17.52,7.085,3.74,3.935,6,1483
26,47,45,45,55,46,29,46.85,4.135,4.92,12.6,7.875,4.33,3.545,6,1484
14,38,31,39,43,38,24,45.48,4.725,3.545,11.025,7.085,3.35,2.76,6,1485
25,38,33,48,45,47,26,18.31,3.74,3.935,12.995,6.69,4.33,2.56,6,1486
34,32,43,38,53,29,26,20.475,3.15,4.92,9.84,7.68,2.365,2.56,6,1487
32,30,40,35,50,19,31,2.755,3.15,4.13,10.63,11.025,1.77,3.345,6,1488
43,29,43,33,51,31,24,3.545,3.15,4.53,10.43,9.45,2.365,2.555,6,1489
23,40,25,31,47,27,23,45.085,4.33,2.755,8.86,11.81,2.955,2.755,6,1490
18,44,32,47,35,36,25,46.065,4.92,3.145,13.585,4.33,2.95,2.365,6,1491
20,45,44,48,57,32,30,46.065,4.33,5.115,14.37,7.485,2.755,3.935,6,1492
27,49,39,55,62,37,28,47.64,4.53,4.525,18.11,7.68,3.345,2.56,6,1493
21,44,36,51,40,31,20,45.87,4.53,4.33,14.565,12.6,2.56,2.56,6,1494
18,32,31,37,50,32,23,46.66,3.345,3.15,9.45,8.265,9.06,2.36,6,1495
24,43,31,47,39,40,20,46.46,3.54,3.15,12.6,3.935,3.35,2.165,6,1496
5,12,19,21,31,18,16,22.64,1.18,2.165,5.12,3.15,1.575,1.575,6,1497
12,36,30,43,55,28,34,45.28,3.74,2.955,13.39,7.875,2.36,4.13,6,1498
16,29,37,38,60,40,22,45.87,2.56,13.385,9.845,6.495,3.54,2.365,6,1499
34,28,35,38,47,30,21,2.955,2.955,14.765,10.63,7.085,2.36,2.36,6,1500
20,38,32,40,49,28,22,1.775,3.545,3.54,11.415,6.5,2.165,2.365,6,1501
30,32,34,33,50,25,26,2.365,2.755,3.15,8.27,5.905,1.97,2.76,6,1502
32,43,36,38,43,26,23,2.755,3.935,4.13,11.415,5.115,1.97,2.56,6,1503
27,37,18,36,30,36,16,2.755,3.935,1.77,10.435,3.345,3.15,1.575,6,1504
21,34,33,35,45,25,23,1.77,3.15,3.74,11.025,5.315,2.165,2.56,6,1505
23,25,25,37,30,27,25,1.775,2.36,2.36,10.83,3.74,2.165,2.56,6,1506
27,31,22,36,39,28,18,19.885,3.54,2.36,10.235,4.525,2.365,1.77,6,1507
11,48,27,49,39,32,21,44.69,5.115,2.56,15.16,4.33,2.755,1.965,6,1508
13,26,28,25,37,29,19,45.67,2.555,2.755,8.07,4.725,2.36,2.165,6,1509
10,37,16,42,20,31,19,45.08,3.15,1.57,10.825,2.165,2.56,1.965,6,1510
13,37,21,51,37,26,20,45.48,3.94,2.36,15.155,3.74,2.165,1.965,6,1511
14,26,29,37,41,35,20,45.28,2.165,2.955,10.63,4.725,2.955,2.36,6,1512
8,25,17,26,35,20,16,45.085,2.165,1.575,8.465,4.135,1.375,1.57,6,1513
15,41,33,38,48,20,17,45.675,3.74,3.15,9.45,4.92,1.57,1.575,6,1514
14,21,22,28,30,27,16,45.475,1.97,2.165,8.07,3.74,2.165,1.77,6,1515
15,20,28,29,35,20,10,45.475,1.775,2.755,7.68,5.315,1.375,0.98,6,1516
13,21,14,32,31,24,10,45.475,1.965,1.375,9.65,3.545,1.97,1.18,6,1517
14,26,26,27,42,23,22,45.475,2.955,2.95,7.48,12.6,1.77,2.165,6,1518
10,30,21,35,39,20,23,45.48,3.15,1.97,12.005,4.33,1.375,2.56,6,1519
13,25,30,39,45,26,14,45.675,2.365,3.54,10.83,5.515,2.56,1.375,6,1520
11,24,18,30,36,19,11,45.675,2.165,1.775,8.86,3.545,1.775,0.98,6,1521
17,31,15,34,19,17,13,10.83,2.76,1.575,10.63,2.165,1.18,1.18,6,1522
29,33,33,40,42,31,16,2.76,3.54,3.545,12.405,4.92,2.76,1.575,6,1523
37,24,26,30,33,28,15,2.955,2.365,3.345,10.43,3.94,2.56,1.375,6,1524
19,29,21,36,27,22,14,1.57,2.755,2.165,8.86,2.755,2.165,1.375,6,1525
29,23,21,19,30,18,12,2.36,1.77,2.165,4.33,3.15,1.375,0.985,6,1526
22,23,26,34,37,24,16,3.545,2.165,2.56,9.45,4.135,2.165,1.77,6,1527
22,35,21,38,35,25,16,33.07,3.545,2.56,9.645,4.33,1.965,1.375,6,1528
20,28,15,31,27,29,5,1.77,2.95,1.375,8.27,3.935,2.56,0.39,6,1529
18,24,17,26,24,19,8,1.77,2.36,1.575,9.055,2.56,1.575,0.59,6,1530
18,34,28,43,38,27,15,1.77,3.545,3.545,18.505,4.135,2.365,1.77,6,1531
30,17,36,16,55,21,28,2.755,1.38,12.995,4.33,17.325,1.97,3.15,6,1532
27,31,20,37,34,21,12,2.36,3.74,2.36,12.6,8.66,1.575,1.18,6,1533
23,21,22,32,41,20,14,1.97,1.965,2.165,8.465,8.465,2.165,1.38,6,1534
26,24,29,26,41,23,15,2.165,1.965,3.345,6.295,53.155,1.77,1.57,6,1535
40,24,44,29,24,19,21,3.345,2.56,4.135,8.86,46.855,1.575,2.165,6,1536
21,34,19,33,24,28,13,1.77,3.94,1.77,10.235,12.4,2.56,1.18,6,1537
24,27,24,31,30,23,24,1.965,3.935,2.165,10.04,31.3,1.97,2.755,6,1538
19,42,20,43,23,36,17,1.77,5.905,1.97,19.295,47.445,4.525,1.575,6,1539
28,32,30,32,44,29,24,2.165,3.545,3.15,11.22,16.145,3.15,2.56,6,1540
36,24,37,32,56,17,24,2.76,2.755,3.935,11.42,7.085,1.57,2.76,6,1541
39,33,35,37,51,24,20,3.54,4.135,4.13,16.145,6.3,2.76,2.165,6,1542
28,36,33,44,46,23,28,2.56,4.92,3.345,16.34,7.48,2.755,2.955,6,1543
37,42,32,41,68,21,28,2.95,4.925,3.74,12.99,39.965,1.775,3.54,6,1544
39,38,44,44,76,25,29,3.74,4.33,4.725,13.385,33.27,3.145,2.755,6,1545
34,37,25,40,48,31,31,2.955,4.33,2.76,13.19,37.795,2.755,9.055,6,1546
36,29,42,39,31,25,21,3.35,3.345,4.725,10.63,49.805,2.56,2.955,6,1547
26,35,38,42,64,28,32,2.165,4.33,3.74,12.795,16.34,2.56,6.105,6,1548
47,51,48,53,60,35,34,22.445,5.51,7.085,16.93,9.845,3.545,4.725,6,1549
21,51,45,61,66,42,33,46.855,6.495,5.905,27.955,10.43,4.33,4.33,6,1550
29,52,53,54,82,43,32,47.245,6.3,5.515,18.7,13.585,4.72,4.92,6,1551
30,48,58,53,77,38,29,47.84,6.1,7.48,16.93,10.235,3.74,4.92,6,1552
29,50,39,59,54,37,38,47.835,7.285,4.33,22.05,7.875,4.13,5.71,6,1553
22,58,53,71,76,40,44,46.065,7.68,8.07,32.68,15.355,4.33,6.295,6,1554
27,38,59,45,86,52,41,47.05,4.33,7.875,20.87,21.455,6.3,6.1,6,1555
36,65,46,68,52,31,33,49.61,7.875,6.5,40.355,9.845,3.15,6.695,6,1556
25,60,48,78,80,47,62,46.46,9.055,5.51,33.47,12.995,5.315,9.45,6,1557
42,71,65,63,91,47,56,48.43,11.81,7.68,46.855,16.54,6.3,9.45,6,1558
52,75,70,76,90,51,54,32.68,9.45,11.81,67.13,21.065,6.3,8.27,6,1559
73,51,76,56,101,48,46,12.6,6.69,10.235,42.325,18.305,5.12,5.51,6,1560
60,67,75,77,97,50,48,6.69,9.255,10.435,32.485,14.17,6.105,7.09,6,1561
70,65,65,68,81,59,56,8.07,9.06,8.465,41.735,12.005,7.285,15.75,6,1562
63,75,78,89,93,55,66,7.485,12.21,13.585,59.06,21.655,7.09,10.04,6,1563
71,99,75,75,96,78,54,8.465,18.705,10.235,85.24,16.54,12.6,7.875,6,1564
82,52,79,65,97,71,60,10.235,6.695,11.615,67.125,17.13,10.235,8.07,6,1565
74,64,79,76,103,68,58,8.86,12.21,19.295,35.44,21.85,7.68,8.465,6,1566
89,101,83,62,116,41,61,12.6,25.2,12.01,100,17.915,6.89,11.42,6,1567
84,82,91,54,117,82,48,10.235,15.555,12.6,100,22.64,12.99,9.06,6,1568
71,71,63,67,97,87,71,10.635,23.23,10.63,86.42,15.355,15.75,26.18,6,1569
74,62,98,63,123,86,74,10.235,10.435,32.875,64.965,24.605,14.765,20.275,6,1570
83,86,87,73,118,63,70,14.37,19.88,39.77,46.46,21.85,8.465,18.305,6,1571
78,87,86,73,119,85,64,11.025,56.5,34.845,100,23.43,16.14,13.19,6,1572
98,85,90,43,117,77,66,13.785,65.95,40.75,100,24.41,12.595,33.075,6,1573
99,74,75,46,115,72,75,17.325,68.51,26.775,100,19.885,9.84,29.135,6,1574
89,80,90,30,109,68,71,37.8,74.415,41.54,100,18.9,7.875,32.875,6,1575
81,69,84,65,103,69,66,18.31,88.59,29.335,100,26.38,8.265,58.665,6,1576
102,90,86,54,64,88,68,16.34,76.58,34.255,100,57.485,19.295,66.935,6,1577
98,76,102,45,107,85,70,43.705,58.275,56.105,100,45.08,16.145,72.45,6,1578
86,75,85,29,126,86,76,81.11,41.54,76.775,100,33.075,12.01,73.825,6,1579
97,58,83,33,125,65,82,84.255,84.06,90.56,100,28.745,8.07,66.74,6,1580
95,66,95,24,125,69,81,93.315,95.87,50.2,100,36.225,10.435,61.025,6,1581
102,63,107,38,73,56,84,90.56,100,39.96,100,50.79,6.695,61.42,6,1582
104,71,94,40,76,83,58,90.95,99.415,43.905,100,40.555,12.01,84.85,6,1583
95,59,88,26,71,69,88,91.935,100,30.12,100,70.675,9.255,63.19,6,1584
